Samples,Xpos,Ypos,Pow,NebMode
167,4.072040087496401,0.44297638627927505,-1.1967658677864073,0
168,4.072040087496401,0.448070561035081,-1.1967658677864073,0
169,4.072040087496401,0.448070561035081,-1.1967658677864073,0
170,4.066924543467401,0.44297638627927505,-1.1967658677864073,0
171,4.072040087496401,0.448070561035081,-1.1967658677864073,0
172,4.072040087496401,0.448070561035081,-1.1967658677864073,0
173,4.0771556315254,0.448070561035081,-1.1967658677864073,0
174,4.072040087496401,0.448070561035081,-1.1967658677864073,0
175,4.082271175554396,0.448070561035081,-1.1967658677864073,0
176,4.082271175554396,0.448070561035081,-1.1967658677864073,0
177,4.082271175554396,0.448070561035081,-1.201886792077616,0
178,4.082271175554396,0.448070561035081,-1.201886792077616,0
179,4.082271175554396,0.45316473579088523,-1.201886792077616,0
180,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
181,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
182,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
183,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
184,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
185,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
186,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
187,4.087386719583396,0.45316473579088523,-1.1967658677864073,0
188,4.082271175554396,0.448070561035081,-1.1967658677864073,0
189,4.082271175554396,0.45316473579088523,-1.1967658677864073,0
190,4.082271175554396,0.448070561035081,-1.1967658677864073,0
191,4.0771556315254,0.448070561035081,-1.1967658677864073,0
192,4.082271175554396,0.448070561035081,-1.1967658677864073,0
193,4.061808999438403,0.448070561035081,-1.1967658677864073,0
194,4.0771556315254,0.448070561035081,-1.1967658677864073,0
195,4.0771556315254,0.448070561035081,-1.1967658677864073,0
196,4.0771556315254,0.448070561035081,-1.1967658677864073,0
197,4.0771556315254,0.448070561035081,-1.1967658677864073,0
198,4.082271175554396,0.448070561035081,-1.1967658677864073,0
199,4.072040087496401,0.448070561035081,-1.1967658677864073,0
200,4.0771556315254,0.448070561035081,-1.1967658677864073,0
201,4.072040087496401,0.448070561035081,-1.201886792077616,0
